time,beds_used,available_beds,queue_length,bed_utilization,queue_full,system_pressure,over_capacity_pressure
708.0,10,0,5,1.0,True,15,True
709.0,10,0,4,1.0,False,14,True
710.0,10,0,3,1.0,False,13,True
711.0,10,0,4,1.0,False,14,True
712.0,10,0,4,1.0,False,14,True
713.0,10,0,4,1.0,False,14,True
714.0,10,0,4,1.0,False,14,True
715.0,10,0,3,1.0,False,13,True
716.0,10,0,3,1.0,False,13,True
717.0,10,0,4,1.0,False,14,True
718.0,10,0,4,1.0,False,14,True
719.0,10,0,4,1.0,False,14,True
720.0,10,0,3,1.0,False,13,True
