admission_rate,rejection_rate,avg_waiting_time,avg_bed_utilization,peak_queue_length,pct_time_queue_full,pct_time_under_pressure,avg_length_of_stay,rejection_rate_low,rejection_rate_medium,rejection_rate_high,replication,seed,scenario
0.7288557213930348,0.27114427860696516,2.4138311421495486,0.956865464632455,5,0.10679611650485436,0.6782246879334258,26.708364558117015,0.49264705882352944,0.16216216216216217,0.0,0,2436000,stress_10_priority_exp
0.7567567567567568,0.24324324324324326,2.2180245001528993,0.9217753120665744,5,0.07766990291262135,0.6171983356449375,26.936143463512813,0.4230769230769231,0.14655172413793102,0.125,1,2436001,stress_10_priority_exp
0.7923497267759563,0.20765027322404372,2.1483021793783266,0.9338418862690707,5,0.07489597780859916,0.6269070735090153,26.063586690715265,0.36134453781512604,0.12916666666666668,0.2857142857142857,2,2436002,stress_10_priority_exp
0.8459302325581395,0.15406976744186046,2.293407943066673,0.9434119278779474,5,0.04854368932038835,0.608876560332871,25.96128638765791,0.2719298245614035,0.0990990990990991,0.0,3,2436003,stress_10_priority_exp
0.8260869565217391,0.17391304347826086,2.68810159941115,0.9590846047156727,5,0.05547850208044383,0.6560332871012483,27.38076220723503,0.32710280373831774,0.10434782608695652,0.125,4,2436004,stress_10_priority_exp
0.7960893854748603,0.20391061452513967,2.241881618177396,0.9313453536754508,5,0.06657420249653259,0.6116504854368932,26.47797529304329,0.3620689655172414,0.1277533039647577,0.13333333333333333,5,2436005,stress_10_priority_exp
0.7390180878552972,0.26098191214470284,2.5148417861518757,0.9557558945908461,5,0.10402219140083217,0.7115117891816921,27.281117410981796,0.475,0.15953307392996108,0.3,6,2436006,stress_10_priority_exp
0.7715877437325905,0.22841225626740946,2.2027503087193656,0.9317614424410542,5,0.07212205270457697,0.5742024965325936,27.017007405468167,0.3904761904761905,0.16532258064516128,0.0,7,2436007,stress_10_priority_exp
0.71875,0.28125,2.2687463698263057,0.9337031900138697,5,0.09986130374479889,0.6296809986130375,27.28486305736231,0.45528455284552843,0.20481927710843373,0.08333333333333333,8,2436008,stress_10_priority_exp
0.760989010989011,0.23901098901098902,2.1537454077831018,0.9363384188626909,5,0.09015256588072122,0.5783633841886269,26.96604048643748,0.3644859813084112,0.19123505976095617,0.0,9,2436009,stress_10_priority_exp
0.7971014492753623,0.2028985507246377,2.088755416205424,0.9187239944521498,5,0.05409153952843273,0.5894590846047156,26.69022148440957,0.375,0.12444444444444444,0.0,10,2436010,stress_10_priority_exp
0.8050847457627118,0.19491525423728814,2.609913485457232,0.9342579750346741,5,0.047156726768377254,0.6615811373092927,27.02309747077389,0.3153846153846154,0.12037037037037036,0.25,11,2436011,stress_10_priority_exp
0.8171428571428572,0.18285714285714286,1.9327510381380508,0.9220527045769764,5,0.06241331484049931,0.5104022191400832,25.740869115597285,0.29133858267716534,0.12442396313364056,0.0,12,2436012,stress_10_priority_exp
0.7762803234501348,0.22371967654986524,2.791493263374424,0.9579750346740639,5,0.08876560332871013,0.7170596393897365,27.60548673574353,0.381294964028777,0.12946428571428573,0.125,13,2436013,stress_10_priority_exp
0.7988505747126436,0.20114942528735633,2.217146838909503,0.9324549237170596,5,0.07628294036061026,0.5686546463245492,27.319688062542475,0.3584905660377358,0.13733905579399142,0.0,14,2436014,stress_10_priority_exp
0.7956989247311828,0.20430107526881722,2.380987119598014,0.9581137309292649,5,0.047156726768377254,0.6879334257975035,26.44994862089041,0.31788079470198677,0.12962962962962962,0.0,15,2436015,stress_10_priority_exp
0.7279596977329975,0.27204030226700254,2.653294782714671,0.9753120665742026,5,0.10263522884882108,0.7614424410540915,27.498911917890457,0.46218487394957986,0.19548872180451127,0.08333333333333333,16,2436016,stress_10_priority_exp
0.8005865102639296,0.19941348973607037,2.107010209381004,0.9209431345353676,5,0.07489597780859916,0.5852981969486823,26.87644253135652,0.41346153846153844,0.10869565217391304,0.0,17,2436017,stress_10_priority_exp
0.8174157303370787,0.18258426966292135,2.1374246858004655,0.953120665742025,5,0.04576976421636616,0.5880721220527045,26.549299461541917,0.2903225806451613,0.12,0.2857142857142857,18,2436018,stress_10_priority_exp
0.7733333333333333,0.22666666666666666,2.5266528592394226,0.9585298196948683,5,0.07905686546463246,0.6934812760055479,27.1381670757379,0.3684210526315789,0.16600790513833993,0.125,19,2436019,stress_10_priority_exp
0.7493472584856397,0.2506527415143603,2.440013699327676,0.9361997226074896,5,0.08876560332871013,0.6490984743411928,26.64722606761096,0.3884297520661157,0.19140625,0.0,20,2436020,stress_10_priority_exp
0.7789473684210526,0.22105263157894736,2.45232035261187,0.9649098474341192,5,0.07489597780859916,0.680998613037448,26.93274389738962,0.4132231404958678,0.13008130081300814,0.15384615384615385,21,2436021,stress_10_priority_exp
0.7305699481865285,0.2694300518134715,2.2521979510301997,0.937864077669903,5,0.11373092926490985,0.6393897364771152,27.06540932764137,0.45588235294117646,0.1722689075630252,0.08333333333333333,22,2436022,stress_10_priority_exp
0.7506775067750677,0.24932249322493225,1.7948476781358575,0.9181692094313454,5,0.08460471567267684,0.5256588072122053,26.612029150819048,0.3949579831932773,0.18333333333333332,0.1,23,2436023,stress_10_priority_exp
0.851063829787234,0.14893617021276595,1.7213100332681375,0.9033287101248265,5,0.04576976421636616,0.5256588072122053,25.785047707435783,0.26495726495726496,0.08737864077669903,0.0,24,2436024,stress_10_priority_exp
0.8343023255813954,0.16569767441860464,2.0401539683373584,0.926490984743412,5,0.056865464632454926,0.5284327323162274,26.074980395872455,0.3063063063063063,0.1036036036036036,0.0,25,2436025,stress_10_priority_exp
0.7397959183673469,0.2602040816326531,2.268868231817382,0.9585298196948681,5,0.08183079056865465,0.6823855755894591,27.04282961225474,0.3805309734513274,0.2087912087912088,0.3333333333333333,26,2436026,stress_10_priority_exp
0.7611548556430446,0.2388451443569554,2.5696314258758752,0.9406380027739252,5,0.07766990291262135,0.7087378640776699,26.84240434131279,0.3409090909090909,0.18410041841004185,0.2,27,2436027,stress_10_priority_exp
0.8115942028985508,0.18840579710144928,1.8581301092344769,0.8972260748959778,5,0.0651872399445215,0.49653259361997226,25.612476528812852,0.2815533980582524,0.15254237288135594,0.0,28,2436028,stress_10_priority_exp
0.8016085790884718,0.19839142091152814,2.5843257319403667,0.9723994452149791,5,0.06241331484049931,0.7226074895977809,26.93841196607405,0.3162393162393162,0.1487603305785124,0.07142857142857142,29,2436029,stress_10_priority_exp
