num_beds,admission_rate,rejection_rate,avg_waiting_time,avg_bed_utilization,peak_queue_length,pct_time_queue_full,pct_time_under_pressure,avg_length_of_stay,rejection_rate_low,rejection_rate_medium,rejection_rate_high
10,0.8565250673395063,0.14347493266049366,5.419010148528444,0.9854091539528433,5.0,0.09676375404530743,0.9294960702727694,29.229680106937973,0.08525625806554826,0.1663823645341453,0.34070170570170577
11,0.9309003183844421,0.069099681615558,4.466247656918417,0.981061656789812,5.0,0.05265834489135459,0.8531668978270922,28.423805651378903,0.034116997508730054,0.08287581561494903,0.13874051874051874
12,0.9825354190198489,0.01746458098015126,2.5258375679961564,0.9592348589921406,4.966666666666667,0.015811373092926486,0.6014331946370781,26.58577491645743,0.012005277468200801,0.018259825786863908,0.06647065897065897
14,1.0,0.0,0.12893543196146787,0.8334852387556964,2.6333333333333333,4.6232085067036525e-05,0.05053166897827091,24.11662130645716,0.0,0.0,0.0
16,1.0,0.0,0.005101257136284535,0.7269157420249653,0.7,0.0,0.0021729079981507166,23.938414511595074,0.0,0.0,0.0
18,1.0,0.0,0.00010538088985037398,0.6479401037653465,0.03333333333333333,0.0,4.6232085067036525e-05,23.957507340704918,0.0,0.0,0.0
20,1.0,0.0,0.0,0.582766990291262,0.0,0.0,0.0,23.897319400669236,0.0,0.0,0.0
24,1.0,0.0,0.0,0.48709932192941896,0.0,0.0,0.0,23.98987510783423,0.0,0.0,0.0
